Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Total_Amount,Footfall_Count,Energy_Consumption,Month,Year
5486,17-08-2023 13:00,144,36,1,161.87,161.87,51,137.78,8,2023
5487,17-08-2023 14:00,183,99,1,24.67,24.67,59,134.04,8,2023
5488,17-08-2023 15:00,39,55,1,127.08,127.08,49,127.92,8,2023
5489,17-08-2023 16:00,196,6,1,47.69,47.69,56,126.77,8,2023
5490,17-08-2023 17:00,187,3,4,149.02,596.08,52,122.73,8,2023
5491,17-08-2023 18:00,89,65,1,70.54,70.54,56,127.46,8,2023
5492,17-08-2023 19:00,62,64,1,83.95,83.95,39,112.97,8,2023
5493,17-08-2023 20:00,141,58,1,56.76,56.76,49,114.02,8,2023
5494,17-08-2023 21:00,109,58,1,54.3,54.3,36,108.9,8,2023
5495,17-08-2023 22:00,81,18,1,113.35,113.35,42,109.75,8,2023
5496,17-08-2023 23:00,134,23,1,74.45,74.45,35,103.35,8,2023
5497,18-08-2023 00:00,77,96,1,107.75,107.75,30,105.95,8,2023
5498,18-08-2023 01:00,188,29,1,124.8,124.8,38,100.47,8,2023
5499,18-08-2023 02:00,90,23,1,73.24,73.24,30,109.29,8,2023
5500,18-08-2023 03:00,14,36,1,166.03,166.03,34,107.98,8,2023
5501,18-08-2023 04:00,95,70,1,196.42,196.42,31,115.99,8,2023
5502,18-08-2023 05:00,54,81,1,175.63,175.63,32,115.73,8,2023
5503,18-08-2023 06:00,132,82,1,133.44,133.44,35,122.83,8,2023
5504,18-08-2023 07:00,39,95,1,159.28,159.28,41,127.33,8,2023
5505,18-08-2023 08:00,72,6,1,48.63,48.63,48,128.17,8,2023
5506,18-08-2023 09:00,25,34,1,190.08,190.08,44,133.03,8,2023
5507,18-08-2023 10:00,77,44,3,179.9,539.7,53,129.07,8,2023
5508,18-08-2023 11:00,160,44,1,185.76,185.76,55,136.15,8,2023
5509,18-08-2023 12:00,187,27,1,55.64,55.64,52,137.18,8,2023
5510,18-08-2023 13:00,191,100,1,39.19,39.19,63,134.62,8,2023
5511,18-08-2023 14:00,166,52,1,161.9,161.9,58,136.4,8,2023
5512,18-08-2023 15:00,120,42,1,112.75,112.75,57,128.16,8,2023
5513,18-08-2023 16:00,53,25,1,98.66,98.66,45,131.5,8,2023
5514,18-08-2023 17:00,195,74,1,165.73,165.73,51,123.37,8,2023
5515,18-08-2023 18:00,156,39,2,142.94,285.88,43,122.1,8,2023
5516,18-08-2023 19:00,131,39,2,143.47,286.94,45,118.31,8,2023
5517,18-08-2023 20:00,150,12,1,193.87,193.87,40,113.01,8,2023
5518,18-08-2023 21:00,96,11,2,23.67,47.34,46,107.57,8,2023
5519,18-08-2023 22:00,166,3,1,152.87,152.87,41,108.76,8,2023
5520,18-08-2023 23:00,200,22,1,44.93,44.93,33,104.02,8,2023
5521,19-08-2023 00:00,72,4,1,126.4,126.4,69,101.32,8,2023
5522,19-08-2023 01:00,62,8,1,173.93,173.93,58,105.53,8,2023
5523,19-08-2023 02:00,185,14,1,59.77,59.77,57,108.47,8,2023
5524,19-08-2023 03:00,6,84,1,32.69,32.69,52,108.38,8,2023
5525,19-08-2023 04:00,32,88,1,133.85,133.85,53,112.44,8,2023
5526,19-08-2023 05:00,99,14,1,57.85,57.85,50,119.95,8,2023
5527,19-08-2023 06:00,138,92,1,149.54,149.54,54,119.86,8,2023
5528,19-08-2023 07:00,131,16,1,53.15,53.15,58,123.14,8,2023
5529,19-08-2023 08:00,187,32,3,50.54,151.62,79,127.52,8,2023
5530,19-08-2023 09:00,76,64,1,82.11,82.11,89,131.28,8,2023
5531,19-08-2023 10:00,177,76,2,148.75,297.5,85,132.52,8,2023
5532,19-08-2023 11:00,59,16,1,53.74,53.74,96,139,8,2023
5533,19-08-2023 12:00,31,52,4,158.63,634.52,88,138.3,8,2023
5534,19-08-2023 13:00,93,19,4,101.59,406.36,89,134.55,8,2023
5535,19-08-2023 14:00,69,69,1,34.71,34.71,91,130.95,8,2023
5536,19-08-2023 15:00,190,12,4,191.01,764.04,85,131.77,8,2023
5537,19-08-2023 16:00,52,93,1,161.09,161.09,80,126.54,8,2023
5538,19-08-2023 17:00,89,5,2,47.95,95.9,79,121.75,8,2023
5539,19-08-2023 18:00,127,42,1,109.45,109.45,74,122.48,8,2023
5540,19-08-2023 19:00,169,17,1,75.81,75.81,73,118.36,8,2023
5541,19-08-2023 20:00,31,72,1,56.89,56.89,69,115.38,8,2023
5542,19-08-2023 21:00,84,94,1,119.28,119.28,57,107.63,8,2023
5543,19-08-2023 22:00,127,10,1,153.91,153.91,56,105.79,8,2023
5544,19-08-2023 23:00,150,84,1,31.62,31.62,53,105.96,8,2023
5545,20-08-2023 00:00,132,16,1,50.91,50.91,54,102.95,8,2023
5546,20-08-2023 01:00,13,16,1,52.73,52.73,60,103.64,8,2023
5547,20-08-2023 02:00,45,42,1,113.75,113.75,57,108.32,8,2023
5548,20-08-2023 03:00,127,3,1,149.96,149.96,45,108.56,8,2023
5549,20-08-2023 04:00,170,23,1,75.91,75.91,53,110.82,8,2023
5550,20-08-2023 05:00,114,86,2,78.72,157.44,55,115.24,8,2023
5551,20-08-2023 06:00,177,28,1,112.55,112.55,55,115.11,8,2023
5552,20-08-2023 07:00,20,45,1,65.18,65.18,52,126.66,8,2023
5553,20-08-2023 08:00,81,100,2,39.91,79.82,83,126.69,8,2023
5554,20-08-2023 09:00,182,68,3,163.32,489.96,95,125.81,8,2023
5555,20-08-2023 10:00,164,24,3,85.92,257.76,87,136.78,8,2023
5556,20-08-2023 11:00,129,19,1,97.34,97.34,85,140.53,8,2023
5557,20-08-2023 12:00,143,75,1,149.71,149.71,86,136.86,8,2023
5558,20-08-2023 13:00,17,40,4,98.82,395.28,99,138.75,8,2023
5559,20-08-2023 14:00,152,46,3,132.26,396.78,86,132.05,8,2023
5560,20-08-2023 15:00,58,40,2,97.55,195.1,81,131.8,8,2023
5561,20-08-2023 16:00,72,62,1,67.02,67.02,84,129.97,8,2023
5562,20-08-2023 17:00,109,18,1,117.85,117.85,75,124.02,8,2023
5563,20-08-2023 18:00,23,12,2,196.91,393.82,72,123.58,8,2023
5564,20-08-2023 19:00,174,14,2,58.28,116.56,73,117.19,8,2023
5565,20-08-2023 20:00,72,82,2,131.67,263.34,63,105.95,8,2023
5566,20-08-2023 21:00,8,61,1,87.41,87.41,54,108.5,8,2023
5567,20-08-2023 22:00,59,12,1,193.7,193.7,66,112.21,8,2023
5568,20-08-2023 23:00,111,27,1,57.01,57.01,62,102.82,8,2023
5569,21-08-2023 00:00,187,6,1,48.87,48.87,30,106.02,8,2023
5570,21-08-2023 01:00,13,88,1,135.91,135.91,32,106.76,8,2023
5571,21-08-2023 02:00,167,33,1,30.83,30.83,27,106.44,8,2023
5572,21-08-2023 03:00,156,80,1,40.26,40.26,36,109.9,8,2023
5573,21-08-2023 04:00,189,50,1,53.67,53.67,22,110.48,8,2023
5574,21-08-2023 05:00,16,12,1,190.11,190.11,25,119.04,8,2023
5575,21-08-2023 06:00,119,95,1,161.06,161.06,40,124.34,8,2023
5576,21-08-2023 07:00,2,57,1,34.97,34.97,43,123.69,8,2023
5577,21-08-2023 08:00,145,53,2,184.94,369.88,50,128.29,8,2023
5578,21-08-2023 09:00,30,13,1,165.34,165.34,50,130.38,8,2023
5579,21-08-2023 10:00,103,72,1,55.22,55.22,61,136.88,8,2023
5580,21-08-2023 11:00,13,3,2,147.14,294.28,56,133.3,8,2023
5581,21-08-2023 12:00,96,64,1,83.4,83.4,50,137.36,8,2023
5582,21-08-2023 13:00,94,84,1,30.87,30.87,60,137.85,8,2023
5583,21-08-2023 14:00,82,58,1,54.52,54.52,62,135.3,8,2023
5584,21-08-2023 15:00,13,4,1,129.47,129.47,59,136.15,8,2023
5585,21-08-2023 16:00,171,45,1,66.57,66.57,58,132.09,8,2023
5586,21-08-2023 17:00,94,66,1,119.26,119.26,41,131.05,8,2023
5587,21-08-2023 18:00,149,36,1,172.86,172.86,47,120.16,8,2023
5588,21-08-2023 19:00,112,23,1,70.14,70.14,44,117.92,8,2023
5589,21-08-2023 20:00,55,19,1,96.68,96.68,38,114.74,8,2023
5590,21-08-2023 21:00,81,40,1,97.19,97.19,41,109.43,8,2023
5591,21-08-2023 22:00,168,72,1,54.99,54.99,35,108.66,8,2023
5592,21-08-2023 23:00,116,16,1,53.41,53.41,25,104.98,8,2023
5593,22-08-2023 00:00,143,58,1,57.24,57.24,31,108.26,8,2023
5594,22-08-2023 01:00,180,18,1,115.94,115.94,37,110.09,8,2023
5595,22-08-2023 02:00,108,36,1,167.12,167.12,34,107.25,8,2023
5596,22-08-2023 03:00,53,24,1,87.74,87.74,26,110,8,2023
5597,22-08-2023 04:00,128,1,1,90.03,90.03,35,113.39,8,2023
5598,22-08-2023 05:00,180,1,1,90.56,90.56,37,119.89,8,2023
5599,22-08-2023 06:00,158,64,1,85.04,85.04,33,121.02,8,2023
5600,22-08-2023 07:00,161,62,1,67.52,67.52,39,124.71,8,2023
5601,22-08-2023 08:00,57,36,1,164.39,164.39,49,128.02,8,2023
5602,22-08-2023 09:00,52,75,1,141.19,141.19,46,128.69,8,2023
5603,22-08-2023 10:00,137,18,1,116.21,116.21,66,138.45,8,2023
5604,22-08-2023 11:00,182,16,1,52.11,52.11,57,136.18,8,2023
5605,22-08-2023 12:00,111,17,1,73.69,73.69,58,136.4,8,2023
5606,22-08-2023 13:00,1,24,1,86.56,86.56,50,136.59,8,2023
5607,22-08-2023 14:00,44,98,1,93.18,93.18,63,138.41,8,2023
5608,22-08-2023 15:00,75,68,1,167.79,167.79,48,133.78,8,2023
5609,22-08-2023 16:00,98,99,1,24.85,24.85,49,128.72,8,2023
5610,22-08-2023 17:00,9,79,2,83.79,167.58,50,125.28,8,2023
5611,22-08-2023 18:00,32,2,1,190.94,190.94,45,115.28,8,2023
5612,22-08-2023 19:00,15,95,1,156.64,156.64,44,120.23,8,2023
5613,22-08-2023 20:00,140,73,1,22.08,22.08,38,112.23,8,2023
5614,22-08-2023 21:00,185,10,1,144.75,144.75,44,108.51,8,2023
5615,22-08-2023 22:00,136,53,1,190.33,190.33,41,108.6,8,2023
5616,22-08-2023 23:00,72,89,1,178.75,178.75,34,107.44,8,2023
5617,23-08-2023 00:00,155,51,1,194.74,194.74,39,105.83,8,2023
5618,23-08-2023 01:00,190,69,1,33.76,33.76,34,104.67,8,2023
5619,23-08-2023 02:00,12,14,1,58.86,58.86,26,111.59,8,2023
5620,23-08-2023 03:00,65,66,1,116.85,116.85,28,109.84,8,2023
5621,23-08-2023 04:00,107,82,1,129.12,129.12,35,112.08,8,2023
5622,23-08-2023 05:00,42,93,1,154.64,154.64,36,117.6,8,2023
5623,23-08-2023 06:00,190,53,1,187.37,187.37,35,123.44,8,2023
5624,23-08-2023 07:00,115,84,1,31.06,31.06,39,125.64,8,2023
5625,23-08-2023 08:00,139,64,1,82.47,82.47,53,128.23,8,2023
5626,23-08-2023 09:00,103,72,2,56.27,112.54,46,132.69,8,2023
5627,23-08-2023 10:00,171,49,1,115.2,115.2,51,138.94,8,2023
5628,23-08-2023 11:00,95,90,3,104.89,314.67,55,140.16,8,2023
5629,23-08-2023 12:00,17,62,1,66.59,66.59,58,138.17,8,2023
5630,23-08-2023 13:00,160,37,2,76.46,152.92,56,137.55,8,2023
5631,23-08-2023 14:00,85,49,1,116.95,116.95,47,138.98,8,2023
5632,23-08-2023 15:00,168,68,1,162.01,162.01,49,133.64,8,2023
5633,23-08-2023 16:00,151,33,1,31.14,31.14,43,128.69,8,2023
5634,23-08-2023 17:00,56,22,1,46.65,46.65,47,124.31,8,2023
5635,23-08-2023 18:00,134,70,1,202.89,202.89,43,126.68,8,2023
5636,23-08-2023 19:00,86,33,1,31.74,31.74,53,116.13,8,2023
5637,23-08-2023 20:00,178,28,2,111.43,222.86,47,111.15,8,2023
5638,23-08-2023 21:00,102,88,1,140.35,140.35,42,114.23,8,2023
5639,23-08-2023 22:00,165,4,1,129.03,129.03,46,109.08,8,2023
5640,23-08-2023 23:00,192,66,1,117.09,117.09,38,108.19,8,2023
5641,24-08-2023 00:00,54,77,1,157.05,157.05,24,103.09,8,2023
5642,24-08-2023 01:00,200,49,1,120.35,120.35,41,104.92,8,2023
5643,24-08-2023 02:00,177,11,1,23.61,23.61,36,107.97,8,2023
5644,24-08-2023 03:00,115,35,1,188.62,188.62,40,111.18,8,2023
5645,24-08-2023 04:00,139,39,1,143.65,143.65,29,111.4,8,2023
5646,24-08-2023 05:00,88,10,1,148.15,148.15,28,119.77,8,2023
5647,24-08-2023 06:00,49,74,1,166.93,166.93,34,124.12,8,2023
5648,24-08-2023 07:00,149,72,1,56.33,56.33,41,129.63,8,2023
5649,24-08-2023 08:00,115,69,1,33.2,33.2,50,127.77,8,2023
5650,24-08-2023 09:00,194,23,1,72.6,72.6,55,134.18,8,2023
5651,24-08-2023 10:00,63,34,1,190.76,190.76,54,137.29,8,2023
5652,24-08-2023 11:00,104,32,1,49.33,49.33,56,130.48,8,2023
5653,24-08-2023 12:00,83,16,2,53.76,107.52,53,140.78,8,2023
5654,24-08-2023 13:00,103,68,1,166.21,166.21,57,135.96,8,2023
5655,24-08-2023 14:00,156,54,1,184.65,184.65,60,135.82,8,2023
5656,24-08-2023 15:00,17,28,1,110.29,110.29,54,132.8,8,2023
5657,24-08-2023 16:00,6,60,1,77.9,77.9,53,127.2,8,2023
5658,24-08-2023 17:00,147,78,1,34.07,34.07,44,123.74,8,2023
5659,24-08-2023 18:00,184,76,1,149.48,149.48,49,124.72,8,2023
5660,24-08-2023 19:00,28,60,2,81.38,162.76,41,118.31,8,2023
5661,24-08-2023 20:00,194,85,1,73.61,73.61,45,119,8,2023
5662,24-08-2023 21:00,38,80,1,40.4,40.4,36,112.98,8,2023
5663,24-08-2023 22:00,119,44,1,181.97,181.97,36,107.75,8,2023
5664,24-08-2023 23:00,37,2,1,194.05,194.05,51,105.51,8,2023
5665,25-08-2023 00:00,115,23,1,75.01,75.01,38,106.33,8,2023
5666,25-08-2023 01:00,68,93,1,157.89,157.89,41,105.43,8,2023
5667,25-08-2023 02:00,177,46,1,131.95,131.95,32,106.77,8,2023
5668,25-08-2023 03:00,43,73,1,20.96,20.96,35,110.5,8,2023
5669,25-08-2023 04:00,164,54,1,181.52,181.52,37,114.77,8,2023
5670,25-08-2023 05:00,58,71,1,160.25,160.25,27,119.99,8,2023
5671,25-08-2023 06:00,13,93,1,156.69,156.69,31,119.77,8,2023
5672,25-08-2023 07:00,52,81,1,179.94,179.94,42,124.76,8,2023
5673,25-08-2023 08:00,58,9,2,125.92,251.84,48,128.36,8,2023
5674,25-08-2023 09:00,32,70,1,193.57,193.57,57,136.86,8,2023
5675,25-08-2023 10:00,105,44,3,181.43,544.29,51,139.87,8,2023
5676,25-08-2023 11:00,188,84,1,33.08,33.08,67,135.53,8,2023
5677,25-08-2023 12:00,83,74,1,166.18,166.18,59,141.14,8,2023
5678,25-08-2023 13:00,186,73,6,21.47,128.82,56,141.85,8,2023
5679,25-08-2023 14:00,99,12,1,198.98,198.98,56,133.68,8,2023
5680,25-08-2023 15:00,104,97,1,110.17,110.17,55,134.74,8,2023
5681,25-08-2023 16:00,184,32,2,50.63,101.26,54,128.74,8,2023
5682,25-08-2023 17:00,28,34,2,195.07,390.14,48,129.78,8,2023
5683,25-08-2023 18:00,129,83,1,84.11,84.11,45,123.74,8,2023
5684,25-08-2023 19:00,170,33,1,32.39,32.39,42,114.99,8,2023
5685,25-08-2023 20:00,48,64,1,83.64,83.64,51,115.99,8,2023
5686,25-08-2023 21:00,40,48,1,116.93,116.93,39,108.66,8,2023
5687,25-08-2023 22:00,97,16,1,52.55,52.55,37,110.69,8,2023
5688,25-08-2023 23:00,191,50,1,52.06,52.06,35,110.74,8,2023
5689,26-08-2023 00:00,200,23,1,73.61,73.61,58,103.67,8,2023
5690,26-08-2023 01:00,114,26,1,156.64,156.64,51,106.65,8,2023
5691,26-08-2023 02:00,132,54,1,178.91,178.91,45,106.18,8,2023
5692,26-08-2023 03:00,166,44,1,189.14,189.14,55,112.68,8,2023
5693,26-08-2023 04:00,155,37,1,75.9,75.9,49,110.49,8,2023
5694,26-08-2023 05:00,137,9,1,125.98,125.98,57,121.05,8,2023
5695,26-08-2023 06:00,111,94,1,121.37,121.37,65,124.92,8,2023
5696,26-08-2023 07:00,144,13,1,169.52,169.52,59,127.89,8,2023
5697,26-08-2023 08:00,184,60,1,79.99,79.99,72,129.24,8,2023
5698,26-08-2023 09:00,76,80,1,41.17,41.17,85,127.43,8,2023
5699,26-08-2023 10:00,31,2,1,191.72,191.72,86,140.53,8,2023
5700,26-08-2023 11:00,119,95,2,158.65,317.3,96,134.2,8,2023
5701,26-08-2023 12:00,142,60,1,76.83,76.83,90,136.78,8,2023
5702,26-08-2023 13:00,25,57,1,36.92,36.92,89,138.33,8,2023
5703,26-08-2023 14:00,34,43,2,26.41,52.82,84,133.87,8,2023
5704,26-08-2023 15:00,67,19,1,97.11,97.11,81,135.78,8,2023
5705,26-08-2023 16:00,152,11,4,23.59,94.36,87,131.99,8,2023
5706,26-08-2023 17:00,118,78,1,33.26,33.26,71,125.79,8,2023
5707,26-08-2023 18:00,73,47,1,74.86,74.86,80,124.56,8,2023
5708,26-08-2023 19:00,26,89,1,177.66,177.66,72,114.64,8,2023
5709,26-08-2023 20:00,148,63,1,172.5,172.5,68,114.53,8,2023
5710,26-08-2023 21:00,192,7,1,29.51,29.51,68,111.43,8,2023
5711,26-08-2023 22:00,104,79,1,87.66,87.66,61,113.07,8,2023
5712,26-08-2023 23:00,10,94,1,121.04,121.04,54,106.15,8,2023
5713,27-08-2023 00:00,67,31,1,127.31,127.31,47,105,8,2023
5714,27-08-2023 01:00,152,88,1,133.83,133.83,52,109.13,8,2023
5715,27-08-2023 02:00,5,55,1,128.69,128.69,50,108.12,8,2023
5716,27-08-2023 03:00,195,25,1,101.11,101.11,53,107.9,8,2023
5717,27-08-2023 04:00,186,72,1,56.51,56.51,55,116.81,8,2023
5718,27-08-2023 05:00,27,30,1,27.76,27.76,53,121.58,8,2023
5719,27-08-2023 06:00,113,36,1,162.87,162.87,52,121.21,8,2023
5720,27-08-2023 07:00,15,50,1,53.53,53.53,70,130.82,8,2023
5721,27-08-2023 08:00,163,14,1,57.5,57.5,72,131.86,8,2023
5722,27-08-2023 09:00,105,29,1,131.59,131.59,73,135.26,8,2023
5723,27-08-2023 10:00,181,27,1,56.87,56.87,87,136.12,8,2023
5724,27-08-2023 11:00,44,50,6,53.82,322.92,88,136.04,8,2023
5725,27-08-2023 12:00,26,36,3,165.88,497.64,85,141,8,2023
5726,27-08-2023 13:00,175,34,4,189.48,757.92,90,142.33,8,2023
5727,27-08-2023 14:00,162,21,2,129.46,258.92,88,139.02,8,2023
5728,27-08-2023 15:00,95,38,1,36.95,36.95,86,137.95,8,2023
5729,27-08-2023 16:00,178,75,1,147.85,147.85,77,128.52,8,2023
5730,27-08-2023 17:00,84,97,3,111.25,333.75,79,126.38,8,2023
5731,27-08-2023 18:00,140,79,2,86.99,173.98,70,117.63,8,2023
5732,27-08-2023 19:00,132,76,1,151.4,151.4,73,119.58,8,2023
5733,27-08-2023 20:00,87,88,1,138.45,138.45,69,114.66,8,2023
5734,27-08-2023 21:00,176,50,1,54.22,54.22,63,109.36,8,2023
5735,27-08-2023 22:00,183,37,1,74.73,74.73,61,113.63,8,2023
5736,27-08-2023 23:00,112,75,1,148.54,148.54,65,109.54,8,2023
5737,28-08-2023 00:00,129,19,1,96.92,96.92,28,108.99,8,2023
5738,28-08-2023 01:00,89,1,1,87.25,87.25,38,106.55,8,2023
5739,28-08-2023 02:00,66,81,1,172.64,172.64,45,106.73,8,2023
5740,28-08-2023 03:00,158,40,1,102.54,102.54,29,110.15,8,2023
5741,28-08-2023 04:00,131,55,1,128.1,128.1,30,118.5,8,2023
5742,28-08-2023 05:00,122,80,1,41.55,41.55,37,117.36,8,2023
5743,28-08-2023 06:00,149,26,1,159.92,159.92,32,124.07,8,2023
5744,28-08-2023 07:00,84,43,1,27.02,27.02,47,133.26,8,2023
5745,28-08-2023 08:00,177,59,2,27.73,55.46,40,134.72,8,2023
5746,28-08-2023 09:00,116,51,1,194.08,194.08,46,133.74,8,2023
5747,28-08-2023 10:00,190,15,1,52.23,52.23,59,137.08,8,2023
5748,28-08-2023 11:00,116,8,2,176.88,353.76,61,137.86,8,2023
5749,28-08-2023 12:00,38,94,3,119.36,358.08,52,138.87,8,2023
5750,28-08-2023 13:00,143,14,2,58.91,117.82,53,140.77,8,2023
5751,28-08-2023 14:00,110,97,1,114.69,114.69,60,134.68,8,2023
5752,28-08-2023 15:00,180,7,1,30.36,30.36,50,138.02,8,2023
5753,28-08-2023 16:00,46,18,1,112.02,112.02,48,129.02,8,2023
5754,28-08-2023 17:00,25,12,1,194.27,194.27,54,126.07,8,2023
5755,28-08-2023 18:00,21,2,1,190.73,190.73,53,123.79,8,2023
5756,28-08-2023 19:00,121,50,1,54.23,54.23,43,119.55,8,2023
5757,28-08-2023 20:00,122,93,1,156.03,156.03,35,111.33,8,2023
5758,28-08-2023 21:00,133,21,1,127.58,127.58,28,114.05,8,2023
5759,28-08-2023 22:00,70,7,1,29.38,29.38,34,111.66,8,2023
5760,28-08-2023 23:00,113,91,1,42.48,42.48,35,112.94,8,2023
5761,29-08-2023 00:00,107,12,1,193.89,193.89,31,109.26,8,2023
5762,29-08-2023 01:00,112,84,1,31.65,31.65,31,108.45,8,2023
5763,29-08-2023 02:00,108,57,1,35.56,35.56,35,113.3,8,2023
5764,29-08-2023 03:00,47,78,1,32.93,32.93,35,112.72,8,2023
5765,29-08-2023 04:00,196,74,1,166.46,166.46,33,118.75,8,2023
5766,29-08-2023 05:00,91,23,1,71.38,71.38,32,119.96,8,2023
5767,29-08-2023 06:00,18,30,1,28.15,28.15,37,126.02,8,2023
5768,29-08-2023 07:00,149,58,1,56.07,56.07,43,125.52,8,2023
5769,29-08-2023 08:00,104,95,1,161,161,48,132.42,8,2023
5770,29-08-2023 09:00,151,52,1,157.92,157.92,58,132.44,8,2023
5771,29-08-2023 10:00,192,56,1,185.09,185.09,50,134.52,8,2023
5772,29-08-2023 11:00,195,10,2,141.77,283.54,60,141.1,8,2023
5773,29-08-2023 12:00,40,19,2,94.48,188.96,56,141.83,8,2023
5774,29-08-2023 13:00,138,19,2,96.74,193.48,59,144.37,8,2023
5775,29-08-2023 14:00,89,87,1,151.46,151.46,51,138.82,8,2023
5776,29-08-2023 15:00,180,59,2,27.42,54.84,44,140.23,8,2023
5777,29-08-2023 16:00,200,44,1,186.27,186.27,48,132.91,8,2023
5778,29-08-2023 17:00,61,59,1,28.62,28.62,47,123.76,8,2023
5779,29-08-2023 18:00,192,96,1,107.04,107.04,43,123.52,8,2023
5780,29-08-2023 19:00,5,84,1,30.88,30.88,44,119.79,8,2023
5781,29-08-2023 20:00,122,4,1,128.81,128.81,45,116.3,8,2023
5782,29-08-2023 21:00,181,97,2,117.9,235.8,39,110.26,8,2023
5783,29-08-2023 22:00,55,65,1,69.98,69.98,40,114.59,8,2023
5784,29-08-2023 23:00,37,13,1,173.02,173.02,37,106.93,8,2023
5785,30-08-2023 00:00,56,67,1,45.35,45.35,26,107.04,8,2023
5786,30-08-2023 01:00,187,12,1,194.82,194.82,36,108.54,8,2023
5787,30-08-2023 02:00,102,93,1,156.35,156.35,36,109.07,8,2023
5788,30-08-2023 03:00,93,55,1,130.01,130.01,44,112.59,8,2023
5789,30-08-2023 04:00,197,61,1,93.53,93.53,28,117.55,8,2023
5790,30-08-2023 05:00,73,95,1,161.48,161.48,34,124.68,8,2023
5791,30-08-2023 06:00,59,41,1,40.98,40.98,36,124.98,8,2023
5792,30-08-2023 07:00,2,36,1,164.67,164.67,38,129.25,8,2023
5793,30-08-2023 08:00,193,2,1,183.69,183.69,54,134.61,8,2023
5794,30-08-2023 09:00,104,22,1,46.96,46.96,49,136.56,8,2023
5795,30-08-2023 10:00,188,22,1,45.43,45.43,49,137.6,8,2023
5796,30-08-2023 11:00,51,41,1,41.3,41.3,50,134.59,8,2023
5797,30-08-2023 12:00,30,95,1,159.6,159.6,50,141.58,8,2023
5798,30-08-2023 13:00,11,14,2,60.42,120.84,52,138.73,8,2023
5799,30-08-2023 14:00,108,93,2,154.32,308.64,58,139.15,8,2023
5800,30-08-2023 15:00,76,35,1,191.6,191.6,54,132.64,8,2023
5801,30-08-2023 16:00,167,50,2,52.02,104.04,53,133.09,8,2023
5802,30-08-2023 17:00,90,9,1,129.65,129.65,47,135.83,8,2023
5803,30-08-2023 18:00,123,96,1,108.58,108.58,46,124.43,8,2023
5804,30-08-2023 19:00,200,59,1,26.93,26.93,44,122.02,8,2023
5805,30-08-2023 20:00,191,56,1,187.2,187.2,47,120.99,8,2023
5806,30-08-2023 21:00,192,91,1,42.32,42.32,43,115.91,8,2023
5807,30-08-2023 22:00,189,10,1,145.88,145.88,39,114.25,8,2023
5808,30-08-2023 23:00,125,25,1,102,102,37,111.05,8,2023
5809,31-08-2023 00:00,182,45,2,66.31,132.62,44,109.61,8,2023
5810,31-08-2023 01:00,122,97,1,115.66,115.66,28,109.81,8,2023
5811,31-08-2023 02:00,94,11,1,22.92,22.92,35,105.81,8,2023
5812,31-08-2023 03:00,103,9,1,126.52,126.52,37,112.03,8,2023
5813,31-08-2023 04:00,186,7,1,30.27,30.27,25,116.48,8,2023
5814,31-08-2023 05:00,184,71,1,161.45,161.45,32,121.94,8,2023
5815,31-08-2023 06:00,162,34,1,190.81,190.81,28,124.45,8,2023
5816,31-08-2023 07:00,31,83,1,77.48,77.48,39,129.11,8,2023
5817,31-08-2023 08:00,52,20,1,71.59,71.59,51,134.78,8,2023
5818,31-08-2023 09:00,89,89,1,184.23,184.23,53,138.45,8,2023
5819,31-08-2023 10:00,76,5,1,46.81,46.81,59,135.94,8,2023
5820,31-08-2023 11:00,129,93,1,160.17,160.17,60,137.25,8,2023
5821,31-08-2023 12:00,183,55,2,130.01,260.02,54,136.77,8,2023
5822,31-08-2023 13:00,22,91,1,42.54,42.54,58,140.22,8,2023
5823,31-08-2023 14:00,40,89,3,183.65,550.95,58,137.21,8,2023
5824,31-08-2023 15:00,101,15,1,54.17,54.17,48,136.86,8,2023
5825,31-08-2023 16:00,111,48,1,109.53,109.53,60,126.88,8,2023
5826,31-08-2023 17:00,129,4,1,131.1,131.1,54,128.88,8,2023
5827,31-08-2023 18:00,65,78,1,33.66,33.66,54,123.11,8,2023
5828,31-08-2023 19:00,191,81,2,173.35,346.7,49,117.64,8,2023
5829,31-08-2023 20:00,182,21,1,127.06,127.06,43,120.1,8,2023
5830,31-08-2023 21:00,170,80,1,40.88,40.88,39,113.55,8,2023
5831,31-08-2023 22:00,149,90,1,110,110,42,113.36,8,2023
5832,31-08-2023 23:00,79,9,1,129.54,129.54,43,111.07,8,2023
5833,01-09-2023 00:00,22,66,1,116.55,116.55,36,109.08,9,2023
5834,01-09-2023 01:00,166,79,1,88.52,88.52,33,111.31,9,2023
5835,01-09-2023 02:00,99,35,1,196.31,196.31,34,113.14,9,2023
5836,01-09-2023 03:00,8,88,1,136.59,136.59,39,117.16,9,2023
5837,01-09-2023 04:00,190,51,1,195.66,195.66,29,113.12,9,2023
5838,01-09-2023 05:00,175,78,1,33.67,33.67,34,121.71,9,2023
5839,01-09-2023 06:00,17,37,1,71.14,71.14,30,130.23,9,2023
5840,01-09-2023 07:00,17,6,1,48.23,48.23,50,126.29,9,2023
5841,01-09-2023 08:00,90,82,1,134.29,134.29,48,137.06,9,2023
5842,01-09-2023 09:00,141,86,3,81.01,243.03,52,135.39,9,2023
